response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Union,35 to 49,White,50 to 85 percent,Cell,1,0.8269,0.4226,0.257,0.4206,10/30/18 22:13
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Union,18 to 34,White,Less than 50 percent,Landline,1,0.2564,1.0534,3.849,1.4243,10/30/18 22:14
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Cell,1,0.97,0.7674,0.376,0.7537,10/30/18 22:17
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.8798,0.9061,0.5782,0.9066,10/30/18 22:18
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Landline,1,0.97,1.107,0.5835,1.0818,10/30/18 22:19
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,50 to 85 percent,Cell,1,0.7196,0.5002,0.2923,0.5086,10/30/18 22:24
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.9385,1.0271,0.4687,1.0147,10/30/18 22:26
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Union,35 to 49,White,85 percent or higher,Cell,1,0.926,0.5999,0.3913,0.5942,10/30/18 22:28
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Mecklenburg,18 to 34,White,50 to 85 percent,Cell,1,0.5335,1.0618,1.1647,1.1382,10/30/18 22:28
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,50 to 85 percent,Cell,1,0.6376,1.064,0.566,1.1416,10/30/18 22:28
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Landline,1,0.9679,1.7331,1.2781,1.7027,10/30/18 22:36
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,Union,35 to 49,Black,50 to 85 percent,Landline,1,0.6851,0.499,0.5158,0.5268,10/30/18 22:40
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Dems. take House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9286,1.2615,0.5163,1.2487,10/30/18 22:41
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.97,0.5398,0.2437,0.5302,10/30/18 22:44
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",Union,35 to 49,White,50 to 85 percent,Cell,1,0.7056,1.3326,1.21,1.3976,10/30/18 22:44
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,Union,35 to 49,Other Non-White,Less than 50 percent,Cell,1,0.3404,0.7219,1.3238,0.9042,10/30/18 22:55
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Union,65 and older,White,85 percent or higher,Landline,1,0.97,1.3708,0.9464,1.3395,10/30/18 22:58
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,65 and older,Unknown,85 percent or higher,Cell,1,0.97,0.876,0.3975,0.8604,10/30/18 23:03
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,35 to 49,White,85 percent or higher,Cell,1,0.9657,0.4079,0.2662,0.4009,10/30/18 23:04
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Union,18 to 34,Black,50 to 85 percent,Cell,1,0.8309,1.0362,0.9538,1.0047,10/30/18 23:05
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Union,35 to 49,White,50 to 85 percent,Cell,1,0.6656,1.1785,1.0537,1.2141,10/30/18 23:07
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.9688,0.8135,0.315,0.7992,10/30/18 23:11
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.967,0.6579,0.3777,0.6465,10/30/18 23:14
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9245,0.7497,0.3352,0.7428,10/30/18 23:16
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.9353,0.7101,0.3863,0.7019,10/30/18 23:26
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9262,0.9842,0.4944,0.9747,10/30/18 23:27
Rep,50 to 64,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Mecklenburg,50 to 64,White,Less than 50 percent,Cell,1,0.0635,2.2463,8.7517,3.9268,10/30/18 23:28
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Union,50 to 64,White,50 to 85 percent,Cell,1,0.7758,0.4815,0.2327,0.4688,10/30/18 23:31
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Union,50 to 64,White,50 to 85 percent,Cell,1,0.7373,0.6079,0.3507,0.6158,10/30/18 23:36
Rep,35 to 49,Some college or trade school,Black,Male,Black,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,Mecklenburg,35 to 49,Black,50 to 85 percent,Cell,1,0.7223,0.9915,1.071,0.9704,10/30/18 23:36
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.97,0.6588,0.2913,0.6438,10/30/18 23:37
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Union,65 and older,White,50 to 85 percent,Cell,1,0.6917,1.3344,0.9469,1.3108,10/30/18 23:38
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Union,50 to 64,White,50 to 85 percent,Cell,1,0.8454,0.4461,0.2167,0.4427,10/30/18 23:38
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,Mecklenburg,50 to 64,Black,85 percent or higher,Cell,1,0.97,1.4401,0.6929,1.4143,10/30/18 23:40
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Union,35 to 49,White,85 percent or higher,Cell,1,0.9179,2.4861,2.0179,2.4413,10/30/18 23:46
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.97,0.5211,0.2618,0.5092,10/30/18 23:46
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Cell,1,0.8929,0.5017,0.242,0.4942,10/30/18 23:47
Rep,50 to 64,Some college or trade school,White,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Union,50 to 64,White,50 to 85 percent,Cell,1,0.7493,0.9024,0.6194,0.9118,10/30/18 23:52
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9545,0.8091,0.322,0.7969,10/30/18 23:53
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,50 to 85 percent,Cell,1,0.7733,0.7766,0.3308,0.7808,10/31/18 0:04
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Union,35 to 49,White,50 to 85 percent,Cell,1,0.7855,0.3915,0.2724,0.3927,10/31/18 0:19
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",Union,35 to 49,White,50 to 85 percent,Cell,1,0.8154,0.4226,0.2604,0.4215,10/31/18 0:20
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,50 to 85 percent,Cell,1,0.6344,0.6315,0.4759,0.656,10/31/18 0:20
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",Mecklenburg,18 to 34,White,85 percent or higher,Cell,1,0.968,1.1062,0.7751,1.0811,10/31/18 0:23
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.8513,0.6104,0.3331,0.5606,10/31/18 0:27
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Mecklenburg,18 to 34,White,85 percent or higher,Cell,1,0.8993,1.1062,0.8332,1.0888,10/31/18 0:28
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,18 to 34,White,50 to 85 percent,Cell,1,0.7503,0.897,0.8348,0.9282,10/31/18 0:29
Dem,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Republican,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Cell,1,0.8935,0.6164,0.3034,0.6148,10/31/18 0:32
Dem,65 and older,Some college or trade school,Black,Male,Black,Approve,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Cell,1,0.8867,0.5752,0.4976,0.5746,10/31/18 0:35
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Union,18 to 34,White,85 percent or higher,Cell,1,0.9185,1.3874,1.4846,1.3622,10/31/18 0:35
Dem,50 to 64,Some college or trade school,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,50 to 64,Black,85 percent or higher,Cell,1,0.8728,1.1887,0.8578,1.1913,10/31/18 0:36
Dem,35 to 49,Bachelors' degree,Other,Male,White,Don't know,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Rest,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.9045,0.7565,0.4056,0.7442,10/31/18 0:37
Rep,65 and older,Graduate or Professional Degree,Other,Female,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,65 and older,Other Non-White,85 percent or higher,Landline,1,0.8905,0.8668,0.3471,0.8651,10/31/18 0:38
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,18 to 34,White,85 percent or higher,Cell,1,0.9009,0.9346,0.8345,0.9306,10/31/18 0:38
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Union,50 to 64,White,85 percent or higher,Cell,1,0.9076,1.5821,0.9563,1.5555,10/31/18 0:44
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Cell,1,0.8996,0.4785,0.2969,0.4766,10/31/18 0:45
